Sample	Family ID	Population	Population Description	Gender
NA11931	1424	CEU	Utah residents with Northern and Western European ancestry	female
NA11932	1424a	CEU	Utah residents with Northern and Western European ancestry	male
NA11933	1424a	CEU	Utah residents with Northern and Western European ancestry	female
NA11992	1362	CEU	Utah residents with Northern and Western European ancestry	male
NA11993	1362	CEU	Utah residents with Northern and Western European ancestry	female
NA11994	1362	CEU	Utah residents with Northern and Western European ancestry	male
NA11995	1362	CEU	Utah residents with Northern and Western European ancestry	female
NA12003	1420	CEU	Utah residents with Northern and Western European ancestry	male
NA12004	1420	CEU	Utah residents with Northern and Western European ancestry	female
NA12005	1420	CEU	Utah residents with Northern and Western European ancestry	male
NA12006	1420	CEU	Utah residents with Northern and Western European ancestry	female
NA12043	1346	CEU	Utah residents with Northern and Western European ancestry	male
NA12044	1346	CEU	Utah residents with Northern and Western European ancestry	female
NA12045	1346	CEU	Utah residents with Northern and Western European ancestry	male
NA12046	1346	CEU	Utah residents with Northern and Western European ancestry	female
NA12056	1344	CEU	Utah residents with Northern and Western European ancestry	male
NA12057	1344	CEU	Utah residents with Northern and Western European ancestry	female
NA12058	1344	CEU	Utah residents with Northern and Western European ancestry	female
NA12144	1334	CEU	Utah residents with Northern and Western European ancestry	male
NA12145	1334	CEU	Utah residents with Northern and Western European ancestry	female
NA12146	1334	CEU	Utah residents with Northern and Western European ancestry	male
NA12154	1408	CEU	Utah residents with Northern and Western European ancestry	male
NA12155	1408	CEU	Utah residents with Northern and Western European ancestry	male
NA12156	1408	CEU	Utah residents with Northern and Western European ancestry	female
NA12234	1375	CEU	Utah residents with Northern and Western European ancestry	female
NA12239	1334	CEU	Utah residents with Northern and Western European ancestry	female
NA12248	1416	CEU	Utah residents with Northern and Western European ancestry	male
NA12249	1416	CEU	Utah residents with Northern and Western European ancestry	female
NA12264	1375	CEU	Utah residents with Northern and Western European ancestry	male
NA12272	1418	CEU	Utah residents with Northern and Western European ancestry	male
NA12273	1418	CEU	Utah residents with Northern and Western European ancestry	female
NA12274	1418	CEU	Utah residents with Northern and Western European ancestry	male
NA12275	1418	CEU	Utah residents with Northern and Western European ancestry	female
NA12282	1421a	CEU	Utah residents with Northern and Western European ancestry	male
NA12283	1421a	CEU	Utah residents with Northern and Western European ancestry	female
NA12286	1421	CEU	Utah residents with Northern and Western European ancestry	male
NA12287	1421	CEU	Utah residents with Northern and Western European ancestry	female
NA12329	1328	CEU	Utah residents with Northern and Western European ancestry	female
NA12335	1330	CEU	Utah residents with Northern and Western European ancestry	male
NA12336	1330	CEU	Utah residents with Northern and Western European ancestry	female
NA12340	1330	CEU	Utah residents with Northern and Western European ancestry	male
NA12341	1330	CEU	Utah residents with Northern and Western European ancestry	female
NA12342	1330	CEU	Utah residents with Northern and Western European ancestry	male
NA12343	1330	CEU	Utah residents with Northern and Western European ancestry	female
NA12344	13281	CEU	Utah residents with Northern and Western European ancestry	male
NA12347	13281	CEU	Utah residents with Northern and Western European ancestry	male
NA12348	13281	CEU	Utah residents with Northern and Western European ancestry	female
NA12375	1353	CEU	Utah residents with Northern and Western European ancestry	male
NA12376	1353	CEU	Utah residents with Northern and Western European ancestry	female
NA12383	1353	CEU	Utah residents with Northern and Western European ancestry	female
NA12386	1354	CEU	Utah residents with Northern and Western European ancestry	female
NA12399	1354	CEU	Utah residents with Northern and Western European ancestry	male
NA12400	1354	CEU	Utah residents with Northern and Western European ancestry	female
NA12413	1355	CEU	Utah residents with Northern and Western European ancestry	male
NA12414	1355	CEU	Utah residents with Northern and Western European ancestry	female
NA12485	1355	CEU	Utah residents with Northern and Western European ancestry	male
NA12489	1353	CEU	Utah residents with Northern and Western European ancestry	female
NA12546	1353	CEU	Utah residents with Northern and Western European ancestry	male
NA12707	1358	CEU	Utah residents with Northern and Western European ancestry	male
NA12708	1358	CEU	Utah residents with Northern and Western European ancestry	female
NA12716	1358	CEU	Utah residents with Northern and Western European ancestry	male
NA12717	1358	CEU	Utah residents with Northern and Western European ancestry	female
NA12718	1358	CEU	Utah residents with Northern and Western European ancestry	female
NA12739	1444	CEU	Utah residents with Northern and Western European ancestry	male
NA12740	1444	CEU	Utah residents with Northern and Western European ancestry	female
NA12748	1444	CEU	Utah residents with Northern and Western European ancestry	male
NA12749	1444	CEU	Utah residents with Northern and Western European ancestry	female
NA12750	1444	CEU	Utah residents with Northern and Western European ancestry	male
NA12751	1444	CEU	Utah residents with Northern and Western European ancestry	female
NA12752	1447	CEU	Utah residents with Northern and Western European ancestry	male
NA12753	1447	CEU	Utah residents with Northern and Western European ancestry	female
NA12760	1447	CEU	Utah residents with Northern and Western European ancestry	male
NA12761	1447	CEU	Utah residents with Northern and Western European ancestry	female
NA12762	1447	CEU	Utah residents with Northern and Western European ancestry	male
NA12763	1447	CEU	Utah residents with Northern and Western European ancestry	female
NA12766	1451	CEU	Utah residents with Northern and Western European ancestry	male
NA12767	1451	CEU	Utah residents with Northern and Western European ancestry	female
NA12775	1451	CEU	Utah residents with Northern and Western European ancestry	male
NA12776	1451	CEU	Utah residents with Northern and Western European ancestry	female
NA12777	1451	CEU	Utah residents with Northern and Western European ancestry	male
NA12778	1451	CEU	Utah residents with Northern and Western European ancestry	female
NA12801	1454	CEU	Utah residents with Northern and Western European ancestry	male
NA12802	1454	CEU	Utah residents with Northern and Western European ancestry	female
NA12812	1454	CEU	Utah residents with Northern and Western European ancestry	male
NA12813	1454	CEU	Utah residents with Northern and Western European ancestry	female
NA12814	1454	CEU	Utah residents with Northern and Western European ancestry	male
NA12815	1454	CEU	Utah residents with Northern and Western European ancestry	female
NA12817	1456	CEU	Utah residents with Northern and Western European ancestry	male
NA12818	1456	CEU	Utah residents with Northern and Western European ancestry	female
NA12827	1456	CEU	Utah residents with Northern and Western European ancestry	male
NA12828	1456	CEU	Utah residents with Northern and Western European ancestry	female
NA12829	1456	CEU	Utah residents with Northern and Western European ancestry	male
NA12830	1456	CEU	Utah residents with Northern and Western European ancestry	female
NA12832	1458	CEU	Utah residents with Northern and Western European ancestry	female
NA12842	1458	CEU	Utah residents with Northern and Western European ancestry	male
NA12843	1458	CEU	Utah residents with Northern and Western European ancestry	female
NA12864	1459	CEU	Utah residents with Northern and Western European ancestry	male
NA12865	1459	CEU	Utah residents with Northern and Western European ancestry	female
NA12872	1459	CEU	Utah residents with Northern and Western European ancestry	male
NA12873	1459	CEU	Utah residents with Northern and Western European ancestry	female
NA12874	1459	CEU	Utah residents with Northern and Western European ancestry	male
NA12875	1459	CEU	Utah residents with Northern and Western European ancestry	female
NA12877	1463	CEU	Utah residents with Northern and Western European ancestry	male
NA12878	1463	CEU	Utah residents with Northern and Western European ancestry	female
NA12889	1463	CEU	Utah residents with Northern and Western European ancestry	male
NA12890	1463	CEU	Utah residents with Northern and Western European ancestry	female
NA12891	1463	CEU	Utah residents with Northern and Western European ancestry	male
NA12892	1463	CEU	Utah residents with Northern and Western European ancestry	female
NA18484	Y001	YRI	Yoruba in Ibadan, Nigeria	female
NA18485	Y002	YRI	Yoruba in Ibadan, Nigeria	male
NA18486	Y001	YRI	Yoruba in Ibadan, Nigeria	male
NA18487	Y002	YRI	Yoruba in Ibadan, Nigeria	male
NA18488	Y001	YRI	Yoruba in Ibadan, Nigeria	female
NA18489	Y002	YRI	Yoruba in Ibadan, Nigeria	female
NA18497	Y003	YRI	Yoruba in Ibadan, Nigeria	male
NA18498	Y003	YRI	Yoruba in Ibadan, Nigeria	male
NA18499	Y003	YRI	Yoruba in Ibadan, Nigeria	female
NA18500	Y004	YRI	Yoruba in Ibadan, Nigeria	male
NA18501	Y004	YRI	Yoruba in Ibadan, Nigeria	male
NA18502	Y004	YRI	Yoruba in Ibadan, Nigeria	female
NA18503	Y005	YRI	Yoruba in Ibadan, Nigeria	male
NA18504	Y005	YRI	Yoruba in Ibadan, Nigeria	male
NA18505	Y005	YRI	Yoruba in Ibadan, Nigeria	female
NA18506	Y009	YRI	Yoruba in Ibadan, Nigeria	male
NA18507	Y009	YRI	Yoruba in Ibadan, Nigeria	male
NA18508	Y009	YRI	Yoruba in Ibadan, Nigeria	female
NA18509	Y010	YRI	Yoruba in Ibadan, Nigeria	male
NA18510	Y010a	YRI	Yoruba in Ibadan, Nigeria	male
NA18511	Y010	YRI	Yoruba in Ibadan, Nigeria	female
NA18515	Y013	YRI	Yoruba in Ibadan, Nigeria	male
NA18516	Y013	YRI	Yoruba in Ibadan, Nigeria	male
NA18517	Y013	YRI	Yoruba in Ibadan, Nigeria	female
NA18518	Y014	YRI	Yoruba in Ibadan, Nigeria	female
NA18519	Y014	YRI	Yoruba in Ibadan, Nigeria	male
NA18520	Y014	YRI	Yoruba in Ibadan, Nigeria	female
NA18521	Y016	YRI	Yoruba in Ibadan, Nigeria	male
NA18522	Y016	YRI	Yoruba in Ibadan, Nigeria	male
NA18523	Y016	YRI	Yoruba in Ibadan, Nigeria	female
NA18525	NA18525	CHB	Han Chinese in Bejing, China	female
NA18526	NA18526	CHB	Han Chinese in Bejing, China	female
NA18527	NA18527	CHB	Han Chinese in Bejing, China	female
